datatime,package,pid,pss,java_heap,native_heap,system
2024-09-21 18-47-53,com.camelgames.aoz.debuglz4,10797,1430.12,13.63,288.51,13.98
2024-09-21 18-47-54,com.camelgames.aoz.debuglz4,10797,1430.11,13.62,288.51,13.98
2024-09-21 18-47-54,com.camelgames.aoz.debuglz4,10797,1430.47,13.62,288.87,13.98
2024-09-21 18-47-55,com.camelgames.aoz.debuglz4,10797,1431.03,13.62,289.43,13.98
2024-09-21 18-47-55,com.camelgames.aoz.debuglz4,10797,1431.59,13.62,289.99,13.98
2024-09-21 18-47-55,com.camelgames.aoz.debuglz4,10797,1432.24,13.62,290.64,13.98
2024-09-21 18-47-56,com.camelgames.aoz.debuglz4,10797,1432.8,13.62,291.2,13.98
2024-09-21 18-47-56,com.camelgames.aoz.debuglz4,10797,1433.47,13.62,291.88,13.99
2024-09-21 18-47-57,com.camelgames.aoz.debuglz4,10797,1434.12,13.62,292.53,13.98
2024-09-21 18-47-57,com.camelgames.aoz.debuglz4,10797,1434.77,13.62,293.17,13.98
2024-09-21 18-47-58,com.camelgames.aoz.debuglz4,10797,1435.47,13.62,293.87,13.98
2024-09-21 18-47-58,com.camelgames.aoz.debuglz4,10797,1436.06,13.62,294.46,13.98
2024-09-21 18-47-59,com.camelgames.aoz.debuglz4,10797,1436.65,13.62,295.05,13.98
2024-09-21 18-47-59,com.camelgames.aoz.debuglz4,10797,1437.43,13.62,295.83,13.98
2024-09-21 18-47-59,com.camelgames.aoz.debuglz4,10797,1438.02,13.62,296.42,13.98
2024-09-21 18-48-00,com.camelgames.aoz.debuglz4,10797,1438.83,13.62,297.23,13.98
2024-09-21 18-48-00,com.camelgames.aoz.debuglz4,10797,1439.37,13.62,297.77,13.98
2024-09-21 18-48-01,com.camelgames.aoz.debuglz4,10797,1440.06,13.62,298.45,13.98
2024-09-21 18-48-01,com.camelgames.aoz.debuglz4,10797,1440.69,13.62,299.09,13.98
2024-09-21 18-48-02,com.camelgames.aoz.debuglz4,10797,1442.13,13.62,300.53,13.98
2024-09-21 18-48-02,com.camelgames.aoz.debuglz4,10797,1440.48,13.62,298.88,13.98
2024-09-21 18-48-03,com.camelgames.aoz.debuglz4,10797,1435.09,13.62,293.48,13.98
2024-09-21 18-48-03,com.camelgames.aoz.debuglz4,10797,1431.21,13.62,289.61,13.98
2024-09-21 18-48-03,com.camelgames.aoz.debuglz4,10797,1430.35,13.62,288.74,13.98
2024-09-21 18-48-04,com.camelgames.aoz.debuglz4,10797,1430.35,13.62,288.74,13.98
2024-09-21 18-48-04,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.74,13.98
2024-09-21 18-48-05,com.camelgames.aoz.debuglz4,10797,1430.34,13.62,288.74,13.98
2024-09-21 18-48-05,com.camelgames.aoz.debuglz4,10797,1430.34,13.62,288.74,13.98
2024-09-21 18-48-06,com.camelgames.aoz.debuglz4,10797,1430.4,13.62,288.73,13.98
2024-09-21 18-48-06,com.camelgames.aoz.debuglz4,10797,1430.35,13.62,288.73,13.98
2024-09-21 18-48-07,com.camelgames.aoz.debuglz4,10797,1430.34,13.62,288.73,13.98
2024-09-21 18-48-07,com.camelgames.aoz.debuglz4,10797,1430.34,13.62,288.73,13.98
2024-09-21 18-48-08,com.camelgames.aoz.debuglz4,10797,1430.35,13.62,288.73,13.98
2024-09-21 18-48-08,com.camelgames.aoz.debuglz4,10797,1430.34,13.62,288.73,13.98
2024-09-21 18-48-09,com.camelgames.aoz.debuglz4,10797,1430.34,13.62,288.73,13.98
2024-09-21 18-48-09,com.camelgames.aoz.debuglz4,10797,1430.34,13.62,288.73,13.98
2024-09-21 18-48-09,com.camelgames.aoz.debuglz4,10797,1430.34,13.62,288.73,13.98
2024-09-21 18-48-10,com.camelgames.aoz.debuglz4,10797,1430.34,13.62,288.73,13.98
2024-09-21 18-48-10,com.camelgames.aoz.debuglz4,10797,1430.34,13.62,288.73,13.98
2024-09-21 18-48-11,com.camelgames.aoz.debuglz4,10797,1430.61,13.62,289.0,13.98
2024-09-21 18-48-11,com.camelgames.aoz.debuglz4,10797,1431.33,13.62,289.73,13.98
2024-09-21 18-48-12,com.camelgames.aoz.debuglz4,10797,1431.85,13.62,290.25,13.98
2024-09-21 18-48-12,com.camelgames.aoz.debuglz4,10797,1432.46,13.62,290.86,13.98
2024-09-21 18-48-13,com.camelgames.aoz.debuglz4,10797,1433.42,13.62,291.82,13.98
2024-09-21 18-48-13,com.camelgames.aoz.debuglz4,10797,1434.04,13.62,292.44,13.98
2024-09-21 18-48-14,com.camelgames.aoz.debuglz4,10797,1434.59,13.62,292.99,13.98
2024-09-21 18-48-14,com.camelgames.aoz.debuglz4,10797,1435.23,13.62,293.63,13.98
2024-09-21 18-48-14,com.camelgames.aoz.debuglz4,10797,1435.88,13.62,294.27,13.98
2024-09-21 18-48-15,com.camelgames.aoz.debuglz4,10797,1436.52,13.62,294.92,13.98
2024-09-21 18-48-15,com.camelgames.aoz.debuglz4,10797,1437.07,13.62,295.48,13.99
2024-09-21 18-48-16,com.camelgames.aoz.debuglz4,10797,1437.62,13.62,296.02,13.99
2024-09-21 18-48-16,com.camelgames.aoz.debuglz4,10797,1438.25,13.62,296.65,13.98
2024-09-21 18-48-17,com.camelgames.aoz.debuglz4,10797,1438.87,13.62,297.28,13.99
2024-09-21 18-48-17,com.camelgames.aoz.debuglz4,10797,1439.65,13.62,298.05,13.98
2024-09-21 18-48-17,com.camelgames.aoz.debuglz4,10797,1440.46,13.62,298.86,13.98
2024-09-21 18-48-18,com.camelgames.aoz.debuglz4,10797,1441.41,13.62,299.8,13.98
2024-09-21 18-48-18,com.camelgames.aoz.debuglz4,10797,1442.07,13.62,300.47,13.98
2024-09-21 18-48-19,com.camelgames.aoz.debuglz4,10797,1439.04,13.62,297.43,13.98
2024-09-21 18-48-19,com.camelgames.aoz.debuglz4,10797,1433.01,13.62,291.41,13.98
2024-09-21 18-48-20,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.72,13.98
2024-09-21 18-48-20,com.camelgames.aoz.debuglz4,10797,1430.32,13.62,288.72,13.98
2024-09-21 18-48-21,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.72,13.98
2024-09-21 18-48-21,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.72,13.98
2024-09-21 18-48-22,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.72,13.98
2024-09-21 18-48-22,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.72,13.98
2024-09-21 18-48-22,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.72,13.98
2024-09-21 18-48-23,com.camelgames.aoz.debuglz4,10797,1430.32,13.62,288.72,13.99
2024-09-21 18-48-23,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.72,13.98
2024-09-21 18-48-24,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.72,13.98
2024-09-21 18-48-24,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.72,13.98
2024-09-21 18-48-25,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.72,13.98
2024-09-21 18-48-25,com.camelgames.aoz.debuglz4,10797,1430.32,13.62,288.72,13.98
2024-09-21 18-48-25,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.72,13.98
2024-09-21 18-48-26,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.72,13.98
2024-09-21 18-48-26,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.73,13.98
2024-09-21 18-48-27,com.camelgames.aoz.debuglz4,10797,1430.35,13.62,288.75,13.98
2024-09-21 18-48-27,com.camelgames.aoz.debuglz4,10797,1430.96,13.62,289.36,13.98
2024-09-21 18-48-28,com.camelgames.aoz.debuglz4,10797,1431.6,13.62,290.0,13.98
2024-09-21 18-48-28,com.camelgames.aoz.debuglz4,10797,1432.29,13.62,290.68,13.98
2024-09-21 18-48-29,com.camelgames.aoz.debuglz4,10797,1432.9,13.62,291.29,13.98
2024-09-21 18-48-29,com.camelgames.aoz.debuglz4,10797,1433.48,13.62,291.88,13.98
2024-09-21 18-48-30,com.camelgames.aoz.debuglz4,10797,1434.04,13.62,292.44,13.98
2024-09-21 18-48-30,com.camelgames.aoz.debuglz4,10797,1434.69,13.62,293.08,13.98
2024-09-21 18-48-30,com.camelgames.aoz.debuglz4,10797,1435.33,13.62,293.73,13.98
2024-09-21 18-48-31,com.camelgames.aoz.debuglz4,10797,1436.01,13.62,294.41,13.98
2024-09-21 18-48-31,com.camelgames.aoz.debuglz4,10797,1436.58,13.62,294.97,13.98
2024-09-21 18-48-32,com.camelgames.aoz.debuglz4,10797,1437.15,13.62,295.55,13.98
2024-09-21 18-48-32,com.camelgames.aoz.debuglz4,10797,1437.81,13.62,296.22,13.99
2024-09-21 18-48-33,com.camelgames.aoz.debuglz4,10797,1438.41,13.62,296.81,13.98
2024-09-21 18-48-33,com.camelgames.aoz.debuglz4,10797,1439.13,13.62,297.53,13.98
2024-09-21 18-48-33,com.camelgames.aoz.debuglz4,10797,1439.76,13.62,298.16,13.98
2024-09-21 18-48-34,com.camelgames.aoz.debuglz4,10797,1440.35,13.62,298.75,13.98
2024-09-21 18-48-34,com.camelgames.aoz.debuglz4,10797,1441.26,13.62,299.66,13.98
2024-09-21 18-48-35,com.camelgames.aoz.debuglz4,10797,1442.11,13.62,300.5,13.98
2024-09-21 18-48-35,com.camelgames.aoz.debuglz4,10797,1439.44,13.62,297.84,13.98
2024-09-21 18-48-36,com.camelgames.aoz.debuglz4,10797,1433.79,13.62,292.19,13.98
2024-09-21 18-48-36,com.camelgames.aoz.debuglz4,10797,1430.39,13.62,288.78,13.98
2024-09-21 18-48-37,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.78,13.98
2024-09-21 18-48-37,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.78,13.98
2024-09-21 18-48-37,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.78,13.98
2024-09-21 18-48-38,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.78,13.99
2024-09-21 18-48-38,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.78,13.98
2024-09-21 18-48-39,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.78,13.98
2024-09-21 18-48-39,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.78,13.98
2024-09-21 18-48-39,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.78,13.98
2024-09-21 18-48-40,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.78,13.98
2024-09-21 18-48-40,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.78,13.98
2024-09-21 18-48-41,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.78,13.98
2024-09-21 18-48-41,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.78,13.98
2024-09-21 18-48-42,com.camelgames.aoz.debuglz4,10797,1430.39,13.62,288.78,13.98
2024-09-21 18-48-42,com.camelgames.aoz.debuglz4,10797,1430.39,13.62,288.78,13.98
2024-09-21 18-48-43,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.78,13.98
2024-09-21 18-48-43,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.78,13.98
2024-09-21 18-48-44,com.camelgames.aoz.debuglz4,10797,1430.81,13.62,289.2,13.98
2024-09-21 18-48-44,com.camelgames.aoz.debuglz4,10797,1431.37,13.62,289.77,13.98
2024-09-21 18-48-45,com.camelgames.aoz.debuglz4,10797,1431.97,13.62,290.37,13.99
2024-09-21 18-48-45,com.camelgames.aoz.debuglz4,10797,1432.64,13.62,290.97,13.98
2024-09-21 18-48-45,com.camelgames.aoz.debuglz4,10797,1433.22,13.62,291.62,13.99
2024-09-21 18-48-46,com.camelgames.aoz.debuglz4,10797,1433.79,13.62,292.18,13.98
2024-09-21 18-48-46,com.camelgames.aoz.debuglz4,10797,1434.35,13.62,292.74,13.98
2024-09-21 18-48-47,com.camelgames.aoz.debuglz4,10797,1434.97,13.62,293.36,13.98
2024-09-21 18-48-47,com.camelgames.aoz.debuglz4,10797,1435.69,13.62,294.08,13.98
2024-09-21 18-48-48,com.camelgames.aoz.debuglz4,10797,1436.26,13.62,294.65,13.98
2024-09-21 18-48-48,com.camelgames.aoz.debuglz4,10797,1436.85,13.62,295.25,13.98
2024-09-21 18-48-49,com.camelgames.aoz.debuglz4,10797,1437.61,13.62,296.02,13.98
2024-09-21 18-48-49,com.camelgames.aoz.debuglz4,10797,1438.25,13.62,296.64,13.98
2024-09-21 18-48-49,com.camelgames.aoz.debuglz4,10797,1438.84,13.62,297.24,13.99
2024-09-21 18-48-50,com.camelgames.aoz.debuglz4,10797,1439.46,13.62,297.86,13.98
2024-09-21 18-48-50,com.camelgames.aoz.debuglz4,10797,1440.19,13.62,298.59,13.98
2024-09-21 18-48-51,com.camelgames.aoz.debuglz4,10797,1440.88,13.62,299.27,13.98
2024-09-21 18-48-51,com.camelgames.aoz.debuglz4,10797,1442.21,13.62,300.61,13.98
2024-09-21 18-48-52,com.camelgames.aoz.debuglz4,10797,1441.06,13.62,299.46,13.98
2024-09-21 18-48-52,com.camelgames.aoz.debuglz4,10797,1437.39,13.62,295.79,13.98
2024-09-21 18-48-53,com.camelgames.aoz.debuglz4,10797,1431.0,13.62,289.4,13.98
2024-09-21 18-48-53,com.camelgames.aoz.debuglz4,10797,1430.29,13.62,288.68,13.98
2024-09-21 18-48-53,com.camelgames.aoz.debuglz4,10797,1430.28,13.62,288.68,13.98
2024-09-21 18-48-54,com.camelgames.aoz.debuglz4,10797,1430.29,13.62,288.68,13.98
2024-09-21 18-48-54,com.camelgames.aoz.debuglz4,10797,1430.3,13.62,288.69,13.98
2024-09-21 18-48-55,com.camelgames.aoz.debuglz4,10797,1430.3,13.62,288.69,13.98
2024-09-21 18-48-55,com.camelgames.aoz.debuglz4,10797,1430.3,13.62,288.69,13.98
2024-09-21 18-48-56,com.camelgames.aoz.debuglz4,10797,1430.3,13.62,288.68,13.98
2024-09-21 18-48-56,com.camelgames.aoz.debuglz4,10797,1430.29,13.62,288.68,13.98
2024-09-21 18-48-57,com.camelgames.aoz.debuglz4,10797,1430.29,13.62,288.69,13.98
2024-09-21 18-48-57,com.camelgames.aoz.debuglz4,10797,1430.29,13.62,288.69,13.98
2024-09-21 18-48-58,com.camelgames.aoz.debuglz4,10797,1430.3,13.62,288.69,13.98
2024-09-21 18-48-58,com.camelgames.aoz.debuglz4,10797,1430.29,13.62,288.69,13.98
2024-09-21 18-48-58,com.camelgames.aoz.debuglz4,10797,1430.29,13.62,288.69,13.98
2024-09-21 18-48-59,com.camelgames.aoz.debuglz4,10797,1430.3,13.62,288.69,13.98
2024-09-21 18-48-59,com.camelgames.aoz.debuglz4,10797,1430.31,13.62,288.69,13.98
2024-09-21 18-49-00,com.camelgames.aoz.debuglz4,10797,1430.3,13.62,288.69,13.98
2024-09-21 18-49-00,com.camelgames.aoz.debuglz4,10797,1430.4,13.62,288.79,13.98
2024-09-21 18-49-00,com.camelgames.aoz.debuglz4,10797,1431.14,13.62,289.53,13.98
2024-09-21 18-49-01,com.camelgames.aoz.debuglz4,10797,1431.7,13.62,290.09,13.98
2024-09-21 18-49-02,com.camelgames.aoz.debuglz4,10797,1432.3,13.62,290.69,13.98
2024-09-21 18-49-02,com.camelgames.aoz.debuglz4,10797,1432.82,13.62,291.21,13.98
2024-09-21 18-49-02,com.camelgames.aoz.debuglz4,10797,1433.42,13.62,291.82,13.98
2024-09-21 18-49-03,com.camelgames.aoz.debuglz4,10797,1434.11,13.62,292.5,13.98
2024-09-21 18-49-03,com.camelgames.aoz.debuglz4,10797,1434.84,13.62,293.23,13.98
2024-09-21 18-49-04,com.camelgames.aoz.debuglz4,10797,1435.44,13.62,293.83,13.98
2024-09-21 18-49-04,com.camelgames.aoz.debuglz4,10797,1436.12,13.62,294.52,13.99
2024-09-21 18-49-05,com.camelgames.aoz.debuglz4,10797,1436.69,13.62,295.08,13.98
2024-09-21 18-49-05,com.camelgames.aoz.debuglz4,10797,1437.47,13.62,295.8,13.98
2024-09-21 18-49-06,com.camelgames.aoz.debuglz4,10797,1438.04,13.62,296.43,13.98
2024-09-21 18-49-06,com.camelgames.aoz.debuglz4,10797,1438.71,13.62,297.1,13.98
2024-09-21 18-49-06,com.camelgames.aoz.debuglz4,10797,1439.52,13.62,297.91,13.98
2024-09-21 18-49-07,com.camelgames.aoz.debuglz4,10797,1440.29,13.62,298.68,13.98
2024-09-21 18-49-07,com.camelgames.aoz.debuglz4,10797,1441.34,13.62,299.73,13.98
2024-09-21 18-49-08,com.camelgames.aoz.debuglz4,10797,1442.08,13.62,300.48,13.98
2024-09-21 18-49-08,com.camelgames.aoz.debuglz4,10797,1439.1,13.62,297.49,13.98
2024-09-21 18-49-09,com.camelgames.aoz.debuglz4,10797,1433.06,13.62,291.45,13.98
2024-09-21 18-49-09,com.camelgames.aoz.debuglz4,10797,1430.61,13.62,289.0,13.98
2024-09-21 18-49-10,com.camelgames.aoz.debuglz4,10797,1430.61,13.62,289.0,13.98
2024-09-21 18-49-10,com.camelgames.aoz.debuglz4,10797,1430.61,13.62,289.0,13.98
2024-09-21 18-49-11,com.camelgames.aoz.debuglz4,10797,1430.61,13.62,289.0,13.98
2024-09-21 18-49-11,com.camelgames.aoz.debuglz4,10797,1430.61,13.62,289.0,13.98
2024-09-21 18-49-12,com.camelgames.aoz.debuglz4,10797,1430.61,13.62,289.0,13.98
2024-09-21 18-49-12,com.camelgames.aoz.debuglz4,10797,1430.6,13.62,289.0,13.98
2024-09-21 18-49-13,com.camelgames.aoz.debuglz4,10797,1430.6,13.62,289.0,13.98
2024-09-21 18-49-13,com.camelgames.aoz.debuglz4,10797,1430.61,13.62,289.0,13.98
2024-09-21 18-49-13,com.camelgames.aoz.debuglz4,10797,1430.61,13.62,289.0,13.98
2024-09-21 18-49-14,com.camelgames.aoz.debuglz4,10797,1430.61,13.62,289.0,13.98
2024-09-21 18-49-14,com.camelgames.aoz.debuglz4,10797,1430.61,13.62,289.0,13.98
2024-09-21 18-49-15,com.camelgames.aoz.debuglz4,10797,1430.6,13.62,289.0,13.99
2024-09-21 18-49-15,com.camelgames.aoz.debuglz4,10797,1430.62,13.62,289.02,13.98
2024-09-21 18-49-15,com.camelgames.aoz.debuglz4,10797,1430.62,13.62,289.02,13.98
2024-09-21 18-49-16,com.camelgames.aoz.debuglz4,10797,1430.62,13.62,289.02,13.98
2024-09-21 18-49-16,com.camelgames.aoz.debuglz4,10797,1430.62,13.62,289.02,13.98
2024-09-21 18-49-17,com.camelgames.aoz.debuglz4,10797,1430.97,13.62,289.37,13.98
2024-09-21 18-49-17,com.camelgames.aoz.debuglz4,10797,1431.54,13.62,289.93,13.98
2024-09-21 18-49-18,com.camelgames.aoz.debuglz4,10797,1432.18,13.62,290.57,13.98
2024-09-21 18-49-18,com.camelgames.aoz.debuglz4,10797,1432.9,13.62,291.3,13.98
2024-09-21 18-49-19,com.camelgames.aoz.debuglz4,10797,1433.67,13.62,292.06,13.98
2024-09-21 18-49-19,com.camelgames.aoz.debuglz4,10797,1434.31,13.62,292.71,13.98
2024-09-21 18-49-20,com.camelgames.aoz.debuglz4,10797,1434.95,13.62,293.35,13.98
2024-09-21 18-49-20,com.camelgames.aoz.debuglz4,10797,1435.6,13.62,293.99,13.98
2024-09-21 18-49-20,com.camelgames.aoz.debuglz4,10797,1436.21,13.62,294.6,13.98
2024-09-21 18-49-21,com.camelgames.aoz.debuglz4,10797,1436.72,13.62,295.12,13.98
2024-09-21 18-49-21,com.camelgames.aoz.debuglz4,10797,1437.32,13.62,295.72,13.99
2024-09-21 18-49-22,com.camelgames.aoz.debuglz4,10797,1437.98,13.62,296.37,13.98
2024-09-21 18-49-22,com.camelgames.aoz.debuglz4,10797,1438.67,13.62,297.05,13.98
2024-09-21 18-49-23,com.camelgames.aoz.debuglz4,10797,1439.35,13.62,297.73,13.98
2024-09-21 18-49-23,com.camelgames.aoz.debuglz4,10797,1440.04,13.62,298.42,13.99
2024-09-21 18-49-23,com.camelgames.aoz.debuglz4,10797,1440.66,13.62,299.04,13.98
2024-09-21 18-49-24,com.camelgames.aoz.debuglz4,10797,1441.54,13.62,299.93,13.99
2024-09-21 18-49-24,com.camelgames.aoz.debuglz4,10797,1442.16,13.62,300.48,13.98
2024-09-21 18-49-25,com.camelgames.aoz.debuglz4,10797,1439.12,13.62,297.5,13.98
2024-09-21 18-49-25,com.camelgames.aoz.debuglz4,10797,1432.66,13.62,291.05,13.98
2024-09-21 18-49-26,com.camelgames.aoz.debuglz4,10797,1430.36,13.62,288.75,13.98
2024-09-21 18-49-26,com.camelgames.aoz.debuglz4,10797,1430.35,13.62,288.75,13.99
2024-09-21 18-49-27,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.75,13.98
2024-09-21 18-49-27,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.75,13.98
2024-09-21 18-49-28,com.camelgames.aoz.debuglz4,10797,1430.36,13.62,288.75,13.98
2024-09-21 18-49-28,com.camelgames.aoz.debuglz4,10797,1430.35,13.62,288.74,13.98
2024-09-21 18-49-28,com.camelgames.aoz.debuglz4,10797,1430.35,13.62,288.74,13.98
2024-09-21 18-49-29,com.camelgames.aoz.debuglz4,10797,1430.36,13.62,288.74,13.98
2024-09-21 18-49-29,com.camelgames.aoz.debuglz4,10797,1430.36,13.62,288.75,13.98
2024-09-21 18-49-30,com.camelgames.aoz.debuglz4,10797,1430.36,13.62,288.75,13.98
2024-09-21 18-49-30,com.camelgames.aoz.debuglz4,10797,1430.36,13.62,288.75,13.98
2024-09-21 18-49-31,com.camelgames.aoz.debuglz4,10797,1430.35,13.62,288.75,13.98
2024-09-21 18-49-31,com.camelgames.aoz.debuglz4,10797,1430.36,13.62,288.75,13.98
2024-09-21 18-49-32,com.camelgames.aoz.debuglz4,10797,1430.36,13.62,288.75,13.98
2024-09-21 18-49-32,com.camelgames.aoz.debuglz4,10797,1430.35,13.62,288.75,13.99
2024-09-21 18-49-32,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.75,13.98
2024-09-21 18-49-33,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.75,13.98
2024-09-21 18-49-33,com.camelgames.aoz.debuglz4,10797,1430.85,13.62,289.25,13.99
2024-09-21 18-49-34,com.camelgames.aoz.debuglz4,10797,1431.47,13.62,289.85,13.98
2024-09-21 18-49-34,com.camelgames.aoz.debuglz4,10797,1432.07,13.62,290.45,13.98
2024-09-21 18-49-35,com.camelgames.aoz.debuglz4,10797,1432.75,13.62,291.14,13.98
2024-09-21 18-49-35,com.camelgames.aoz.debuglz4,10797,1433.36,13.62,291.74,13.98
2024-09-21 18-49-36,com.camelgames.aoz.debuglz4,10797,1433.96,13.62,292.34,13.98
2024-09-21 18-49-36,com.camelgames.aoz.debuglz4,10797,1434.61,13.62,292.99,13.98
2024-09-21 18-49-36,com.camelgames.aoz.debuglz4,10797,1435.17,13.62,293.55,13.98
2024-09-21 18-49-37,com.camelgames.aoz.debuglz4,10797,1435.77,13.62,294.16,13.98
2024-09-21 18-49-37,com.camelgames.aoz.debuglz4,10797,1436.38,13.62,294.76,13.98
2024-09-21 18-49-49,com.camelgames.aoz.debuglz4,10797,1430.4,13.62,288.78,13.98
2024-09-21 18-49-50,com.camelgames.aoz.debuglz4,10797,1431.0,13.62,289.38,13.98
2024-09-21 18-49-50,com.camelgames.aoz.debuglz4,10797,1431.63,13.62,290.03,13.99
2024-09-21 18-49-51,com.camelgames.aoz.debuglz4,10797,1432.21,13.62,290.59,13.98
2024-09-21 18-49-51,com.camelgames.aoz.debuglz4,10797,1432.77,13.62,291.15,13.98
2024-09-21 18-49-52,com.camelgames.aoz.debuglz4,10797,1433.33,13.62,291.71,13.98
2024-09-21 18-49-52,com.camelgames.aoz.debuglz4,10797,1434.02,13.62,292.4,13.98
2024-09-21 18-49-52,com.camelgames.aoz.debuglz4,10797,1434.58,13.62,292.96,13.98
2024-09-21 18-49-53,com.camelgames.aoz.debuglz4,10797,1435.21,13.62,293.6,13.98
2024-09-21 18-49-53,com.camelgames.aoz.debuglz4,10797,1435.84,13.62,294.23,13.98
2024-09-21 18-49-54,com.camelgames.aoz.debuglz4,10797,1436.48,13.62,294.87,13.98
2024-09-21 18-49-54,com.camelgames.aoz.debuglz4,10797,1437.05,13.62,295.43,13.98
2024-09-21 18-49-55,com.camelgames.aoz.debuglz4,10797,1437.7,13.62,296.09,13.98
2024-09-21 18-49-55,com.camelgames.aoz.debuglz4,10797,1438.38,13.62,296.77,13.98
2024-09-21 18-49-56,com.camelgames.aoz.debuglz4,10797,1439.15,13.62,297.54,13.98
2024-09-21 18-49-56,com.camelgames.aoz.debuglz4,10797,1439.97,13.62,298.36,13.98
2024-09-21 18-49-56,com.camelgames.aoz.debuglz4,10797,1440.66,13.62,299.04,13.98
2024-09-21 18-49-57,com.camelgames.aoz.debuglz4,10797,1441.75,13.62,300.13,13.98
2024-09-21 18-49-57,com.camelgames.aoz.debuglz4,10797,1442.16,13.62,300.55,13.99
2024-09-21 18-49-58,com.camelgames.aoz.debuglz4,10797,1438.89,13.62,297.28,13.98
2024-09-21 18-49-58,com.camelgames.aoz.debuglz4,10797,1432.96,13.62,291.33,13.98
2024-09-21 18-49-59,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.99
2024-09-21 18-49-59,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-00,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.99
2024-09-21 18-50-00,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-01,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-01,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-01,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-02,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-02,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-03,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-03,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-04,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-04,com.camelgames.aoz.debuglz4,10797,1430.43,13.62,288.74,13.98
2024-09-21 18-50-05,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-05,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-06,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-06,com.camelgames.aoz.debuglz4,10797,1430.37,13.62,288.74,13.98
2024-09-21 18-50-06,com.camelgames.aoz.debuglz4,10797,1430.93,13.62,289.3,13.98
2024-09-21 18-50-07,com.camelgames.aoz.debuglz4,10797,1431.58,13.62,289.95,13.98
2024-09-21 18-50-07,com.camelgames.aoz.debuglz4,10797,1432.17,13.62,290.55,13.98
2024-09-21 18-50-08,com.camelgames.aoz.debuglz4,10797,1432.74,13.62,291.11,13.98
2024-09-21 18-50-08,com.camelgames.aoz.debuglz4,10797,1433.3,13.62,291.68,13.99
2024-09-21 18-50-09,com.camelgames.aoz.debuglz4,10797,1433.92,13.62,292.29,13.98
2024-09-21 18-50-09,com.camelgames.aoz.debuglz4,10797,1434.52,13.62,292.89,13.98
