datatime,package,pid,pss,java_heap,native_heap,system
2024-09-21 18-52-28,com.camelgames.aoz.debuglz4,10797,1430.56,13.62,288.88,13.98
2024-09-21 18-52-28,com.camelgames.aoz.debuglz4,10797,1430.56,13.62,288.88,13.98
2024-09-21 18-52-28,com.camelgames.aoz.debuglz4,10797,1430.56,13.62,288.88,13.99
2024-09-21 18-52-29,com.camelgames.aoz.debuglz4,10797,1430.56,13.62,288.88,13.98
2024-09-21 18-52-29,com.camelgames.aoz.debuglz4,10797,1430.86,13.62,289.17,13.98
2024-09-21 18-52-30,com.camelgames.aoz.debuglz4,10797,1431.53,13.62,289.84,13.98
2024-09-21 18-52-30,com.camelgames.aoz.debuglz4,10797,1432.15,13.62,290.45,13.98
2024-09-21 18-52-31,com.camelgames.aoz.debuglz4,10797,1432.74,13.62,291.05,13.99
2024-09-21 18-52-31,com.camelgames.aoz.debuglz4,10797,1433.26,13.62,291.58,13.99
2024-09-21 18-52-31,com.camelgames.aoz.debuglz4,10797,1433.97,13.62,292.29,13.98
2024-09-21 18-52-32,com.camelgames.aoz.debuglz4,10797,1434.56,13.62,292.87,13.98
2024-09-21 18-52-32,com.camelgames.aoz.debuglz4,10797,1435.24,13.62,293.55,13.98
2024-09-21 18-52-33,com.camelgames.aoz.debuglz4,10797,1435.83,13.62,294.15,13.99
2024-09-21 18-52-33,com.camelgames.aoz.debuglz4,10797,1436.4,13.62,294.71,13.98
2024-09-21 18-52-34,com.camelgames.aoz.debuglz4,10797,1437.01,13.62,295.32,13.98
2024-09-21 18-52-34,com.camelgames.aoz.debuglz4,10797,1437.67,13.62,295.98,13.98
2024-09-21 18-52-34,com.camelgames.aoz.debuglz4,10797,1438.3,13.62,296.61,13.98
2024-09-21 18-52-35,com.camelgames.aoz.debuglz4,10797,1438.93,13.62,297.24,13.98
2024-09-21 18-52-35,com.camelgames.aoz.debuglz4,10797,1439.6,13.62,297.92,13.99
2024-09-21 18-52-36,com.camelgames.aoz.debuglz4,10797,1440.29,13.62,298.6,13.98
2024-09-21 18-52-36,com.camelgames.aoz.debuglz4,10797,1441.16,13.62,299.41,13.98
2024-09-21 18-52-37,com.camelgames.aoz.debuglz4,10797,1442.13,13.62,300.44,13.98
2024-09-21 18-52-37,com.camelgames.aoz.debuglz4,10797,1441.15,13.62,299.46,13.98
2024-09-21 18-52-38,com.camelgames.aoz.debuglz4,10797,1435.87,13.62,294.18,13.99
2024-09-21 18-52-38,com.camelgames.aoz.debuglz4,10797,1431.31,13.62,289.62,13.98
2024-09-21 18-52-39,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.96,13.98
2024-09-21 18-52-39,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.96,13.99
2024-09-21 18-52-40,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.96,13.98
2024-09-21 18-52-40,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.96,13.98
2024-09-21 18-52-41,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.96,13.98
2024-09-21 18-52-41,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.96,13.98
2024-09-21 18-52-41,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.96,13.99
2024-09-21 18-52-42,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.96,13.98
2024-09-21 18-52-42,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.96,13.98
2024-09-21 18-52-43,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.96,13.99
2024-09-21 18-52-43,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.96,13.99
2024-09-21 18-52-44,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.96,13.98
2024-09-21 18-52-44,com.camelgames.aoz.debuglz4,10797,1430.65,13.62,288.96,13.99
2024-09-21 18-52-45,com.camelgames.aoz.debuglz4,10797,1430.66,13.62,288.96,13.98
2024-09-21 18-52-45,com.camelgames.aoz.debuglz4,10797,1430.67,13.62,288.96,13.98
2024-09-21 18-52-45,com.camelgames.aoz.debuglz4,10797,1430.66,13.62,288.96,13.98
2024-09-21 18-52-46,com.camelgames.aoz.debuglz4,10797,1430.98,13.62,289.29,13.98
2024-09-21 18-52-46,com.camelgames.aoz.debuglz4,10797,1431.62,13.62,289.93,13.98
2024-09-21 18-52-47,com.camelgames.aoz.debuglz4,10797,1432.22,13.62,290.53,13.99
2024-09-21 18-52-47,com.camelgames.aoz.debuglz4,10797,1432.81,13.62,291.13,13.98
2024-09-21 18-52-48,com.camelgames.aoz.debuglz4,10797,1433.43,13.62,291.74,13.98
2024-09-21 18-52-48,com.camelgames.aoz.debuglz4,10797,1434.07,13.62,292.38,13.98
2024-09-21 18-52-49,com.camelgames.aoz.debuglz4,10797,1434.6,13.62,292.91,13.98
2024-09-21 18-52-49,com.camelgames.aoz.debuglz4,10797,1435.2,13.62,293.51,13.98
2024-09-21 18-52-49,com.camelgames.aoz.debuglz4,10797,1435.84,13.62,294.15,13.98
2024-09-21 18-52-50,com.camelgames.aoz.debuglz4,10797,1436.48,13.62,294.79,13.99
2024-09-21 18-52-50,com.camelgames.aoz.debuglz4,10797,1437.09,13.62,295.4,13.98
2024-09-21 18-52-51,com.camelgames.aoz.debuglz4,10797,1437.69,13.62,296.0,13.98
2024-09-21 18-52-51,com.camelgames.aoz.debuglz4,10797,1438.36,13.62,296.68,13.99
2024-09-21 18-52-52,com.camelgames.aoz.debuglz4,10797,1438.99,13.62,297.3,13.98
2024-09-21 18-52-52,com.camelgames.aoz.debuglz4,10797,1439.69,13.62,298.0,13.98
2024-09-21 18-52-52,com.camelgames.aoz.debuglz4,10797,1440.36,13.62,298.68,13.98
2024-09-21 18-52-53,com.camelgames.aoz.debuglz4,10797,1441.09,13.62,299.4,13.98
2024-09-21 18-52-53,com.camelgames.aoz.debuglz4,10797,1442.24,13.62,300.55,13.99
2024-09-21 18-52-54,com.camelgames.aoz.debuglz4,10797,1441.62,13.62,299.93,13.98
2024-09-21 18-52-54,com.camelgames.aoz.debuglz4,10797,1438.06,13.62,296.38,13.98
2024-09-21 18-52-55,com.camelgames.aoz.debuglz4,10797,1433.65,13.62,291.96,13.98
2024-09-21 18-52-55,com.camelgames.aoz.debuglz4,10797,1430.51,13.62,288.82,13.98
2024-09-21 18-52-56,com.camelgames.aoz.debuglz4,10797,1430.5,13.62,288.82,13.99
2024-09-21 18-52-56,com.camelgames.aoz.debuglz4,10797,1430.57,13.62,288.82,13.98
2024-09-21 18-52-56,com.camelgames.aoz.debuglz4,10797,1430.51,13.62,288.82,13.98
2024-09-21 18-52-57,com.camelgames.aoz.debuglz4,10797,1430.51,13.62,288.82,13.99
2024-09-21 18-52-57,com.camelgames.aoz.debuglz4,10797,1430.52,13.62,288.82,13.98
2024-09-21 18-52-58,com.camelgames.aoz.debuglz4,10797,1430.51,13.62,288.82,13.98
2024-09-21 18-52-58,com.camelgames.aoz.debuglz4,10797,1430.51,13.62,288.82,13.98
2024-09-21 18-52-59,com.camelgames.aoz.debuglz4,10797,1430.51,13.62,288.82,13.98
2024-09-21 18-52-59,com.camelgames.aoz.debuglz4,10797,1430.52,13.62,288.83,13.98
2024-09-21 18-53-00,com.camelgames.aoz.debuglz4,10797,1430.52,13.62,288.83,13.98
2024-09-21 18-53-00,com.camelgames.aoz.debuglz4,10797,1430.52,13.62,288.83,13.98
2024-09-21 18-53-00,com.camelgames.aoz.debuglz4,10797,1430.52,13.62,288.83,13.98
2024-09-21 18-53-01,com.camelgames.aoz.debuglz4,10797,1430.52,13.62,288.83,13.98
2024-09-21 18-53-01,com.camelgames.aoz.debuglz4,10797,1430.52,13.62,288.83,13.98
2024-09-21 18-53-02,com.camelgames.aoz.debuglz4,10797,1430.52,13.62,288.83,13.98
2024-09-21 18-53-02,com.camelgames.aoz.debuglz4,10797,1430.52,13.62,288.83,13.98
2024-09-21 18-53-03,com.camelgames.aoz.debuglz4,10797,1430.87,13.62,289.19,13.99
2024-09-21 18-53-03,com.camelgames.aoz.debuglz4,10797,1431.56,13.62,289.87,13.98
2024-09-21 18-53-04,com.camelgames.aoz.debuglz4,10797,1432.21,13.62,290.52,13.99
2024-09-21 18-53-04,com.camelgames.aoz.debuglz4,10797,1433.11,13.62,291.41,13.98
2024-09-21 18-53-05,com.camelgames.aoz.debuglz4,10797,1433.71,13.62,292.01,13.98
2024-09-21 18-53-05,com.camelgames.aoz.debuglz4,10797,1434.34,13.62,292.65,13.99
2024-09-21 18-53-05,com.camelgames.aoz.debuglz4,10797,1434.91,13.62,293.21,13.98
2024-09-21 18-53-06,com.camelgames.aoz.debuglz4,10797,1435.55,13.62,293.86,13.98
2024-09-21 18-53-06,com.camelgames.aoz.debuglz4,10797,1436.11,13.62,294.42,13.99
2024-09-21 18-53-07,com.camelgames.aoz.debuglz4,10797,1436.67,13.62,294.98,13.99
2024-09-21 18-53-07,com.camelgames.aoz.debuglz4,10797,1437.31,13.62,295.62,13.98
2024-09-21 18-53-08,com.camelgames.aoz.debuglz4,10797,1438.03,13.62,296.34,13.98
2024-09-21 18-53-08,com.camelgames.aoz.debuglz4,10797,1438.67,13.62,296.97,13.98
2024-09-21 18-53-09,com.camelgames.aoz.debuglz4,10797,1439.38,13.62,297.69,13.98
2024-09-21 18-53-09,com.camelgames.aoz.debuglz4,10797,1440.06,13.62,298.37,13.98
2024-09-21 18-53-09,com.camelgames.aoz.debuglz4,10797,1440.74,13.62,299.05,13.98
2024-09-21 18-53-10,com.camelgames.aoz.debuglz4,10797,1441.9,13.62,300.21,13.98
2024-09-21 18-53-10,com.camelgames.aoz.debuglz4,10797,1442.11,13.62,300.42,13.98
2024-09-21 18-53-11,com.camelgames.aoz.debuglz4,10797,1437.73,13.62,296.04,13.98
2024-09-21 18-53-11,com.camelgames.aoz.debuglz4,10797,1432.6,13.62,290.9,13.98
2024-09-21 18-53-12,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.63,13.98
2024-09-21 18-53-12,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.63,13.98
2024-09-21 18-53-13,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.63,13.98
2024-09-21 18-53-13,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.63,13.98
2024-09-21 18-53-13,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.63,13.98
2024-09-21 18-53-14,com.camelgames.aoz.debuglz4,10797,1430.32,13.62,288.63,13.98
2024-09-21 18-53-14,com.camelgames.aoz.debuglz4,10797,1430.32,13.62,288.63,13.99
2024-09-21 18-53-15,com.camelgames.aoz.debuglz4,10797,1430.32,13.62,288.63,13.99
2024-09-21 18-53-15,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.63,13.98
2024-09-21 18-53-16,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.63,13.98
2024-09-21 18-53-16,com.camelgames.aoz.debuglz4,10797,1430.38,13.62,288.63,13.98
2024-09-21 18-53-16,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.63,13.98
2024-09-21 18-53-17,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.63,13.98
2024-09-21 18-53-17,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.63,13.98
2024-09-21 18-53-18,com.camelgames.aoz.debuglz4,10797,1430.32,13.62,288.63,13.98
2024-09-21 18-53-18,com.camelgames.aoz.debuglz4,10797,1430.32,13.62,288.63,13.99
2024-09-21 18-53-19,com.camelgames.aoz.debuglz4,10797,1430.33,13.62,288.63,13.98
2024-09-21 18-53-19,com.camelgames.aoz.debuglz4,10797,1430.53,13.62,288.84,13.98
2024-09-21 18-53-19,com.camelgames.aoz.debuglz4,10797,1431.11,13.62,289.4,13.98
2024-09-21 18-53-20,com.camelgames.aoz.debuglz4,10797,1431.71,13.62,290.0,13.98
2024-09-21 18-53-20,com.camelgames.aoz.debuglz4,10797,1432.35,13.62,290.65,13.98
2024-09-21 18-53-21,com.camelgames.aoz.debuglz4,10797,1433.02,13.62,291.33,13.99
2024-09-21 18-53-22,com.camelgames.aoz.debuglz4,10797,1433.85,13.48,292.3,13.98
