datetime,device_cpu_rate%,user%,system%,idle%,package,pid,pid_cpu%
2024-09-21 17-42-39,163,97,66,617,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-42-40,149,83,66,634,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-42-41,138,97,41,645,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-42-42,138,90,48,652,com.camelgames.aoz.debuglz4,10797,93.1
2024-09-21 17-42-43,143,114,29,643,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-42-44,167,117,50,617,com.camelgames.aoz.debuglz4,10797,90.0
2024-09-21 17-42-45,136,93,43,650,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-42-46,162,110,52,628,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-42-47,132,89,43,654,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-42-48,143,111,32,643,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-42-49,154,104,50,632,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-42-50,158,110,48,628,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-42-51,143,86,57,643,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-42-52,152,86,66,634,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-42-53,152,107,45,634,com.camelgames.aoz.debuglz4,10797,79.3
2024-09-21 17-42-54,139,93,46,646,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-42-55,128,97,31,659,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-42-56,149,97,52,641,com.camelgames.aoz.debuglz4,10797,89.6
2024-09-21 17-42-57,132,96,36,654,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-42-58,157,118,39,632,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-42-59,130,97,33,650,com.camelgames.aoz.debuglz4,10797,76.6
2024-09-21 17-43-00,168,118,50,614,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-43-01,194,127,67,593,com.camelgames.aoz.debuglz4,10797,86.6
2024-09-21 17-43-02,159,100,59,621,com.camelgames.aoz.debuglz4,10797,96.5
2024-09-21 17-43-03,160,121,39,618,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-43-04,141,103,38,645,com.camelgames.aoz.debuglz4,10797,79.3
2024-09-21 17-43-05,138,100,38,652,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-43-06,128,66,62,659,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-43-07,139,89,50,639,com.camelgames.aoz.debuglz4,10797,82.1
2024-09-21 17-43-08,148,93,55,638,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-43-09,186,129,57,600,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-43-10,168,111,57,618,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-43-11,196,114,82,589,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-43-12,162,103,59,624,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-43-13,129,79,50,661,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-43-14,161,111,50,625,com.camelgames.aoz.debuglz4,10797,78.5
2024-09-21 17-43-15,173,121,52,614,com.camelgames.aoz.debuglz4,10797,113
2024-09-21 17-43-16,120,87,33,667,com.camelgames.aoz.debuglz4,10797,86.6
2024-09-21 17-43-17,171,139,32,614,com.camelgames.aoz.debuglz4,10797,92.8
2024-09-21 17-43-18,161,107,54,621,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-43-19,239,168,71,539,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-43-20,135,71,64,650,com.camelgames.aoz.debuglz4,10797,82.1
2024-09-21 17-43-21,214,139,75,557,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-43-22,159,107,52,628,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-43-23,150,86,64,639,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-43-24,143,107,36,643,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-43-25,148,107,41,638,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-43-26,166,97,69,597,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-43-27,178,107,71,600,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-43-28,127,93,34,659,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-43-29,134,86,48,652,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-43-30,200,129,71,579,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-43-31,150,79,71,632,com.camelgames.aoz.debuglz4,10797,82.1
2024-09-21 17-43-32,175,118,57,604,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-43-33,166,107,59,621,com.camelgames.aoz.debuglz4,10797,93.1
2024-09-21 17-43-34,141,107,34,648,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-43-35,162,110,52,617,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-43-36,129,93,36,661,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-43-37,139,93,46,646,com.camelgames.aoz.debuglz4,10797,82.1
2024-09-21 17-43-38,114,82,32,675,com.camelgames.aoz.debuglz4,10797,78.5
2024-09-21 17-43-39,153,121,32,632,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-43-40,153,120,33,630,com.camelgames.aoz.debuglz4,10797,80.0
2024-09-21 17-43-41,144,103,41,641,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-43-42,158,104,54,625,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-43-43,161,100,61,625,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-43-44,196,117,79,593,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-43-45,164,96,68,621,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-43-46,111,82,29,675,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-43-47,151,106,45,635,com.camelgames.aoz.debuglz4,10797,106
2024-09-21 17-43-48,143,118,25,639,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-43-49,134,86,48,655,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-43-50,172,117,55,600,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-43-51,128,90,38,659,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-43-52,124,86,38,662,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-43-53,189,132,57,596,com.camelgames.aoz.debuglz4,10797,82.1
2024-09-21 17-43-54,169,86,83,603,com.camelgames.aoz.debuglz4,10797,96.5
2024-09-21 17-43-55,209,125,84,541,com.camelgames.aoz.debuglz4,10797,75.0
2024-09-21 17-43-56,146,93,53,643,com.camelgames.aoz.debuglz4,10797,80.0
2024-09-21 17-43-57,135,90,45,648,com.camelgames.aoz.debuglz4,10797,89.6
2024-09-21 17-43-58,135,114,21,652,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-43-59,138,100,38,645,com.camelgames.aoz.debuglz4,10797,79.3
2024-09-21 17-44-00,186,113,73,597,com.camelgames.aoz.debuglz4,10797,86.6
2024-09-21 17-44-01,134,86,48,652,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-44-02,138,97,41,648,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-44-03,172,104,68,618,com.camelgames.aoz.debuglz4,10797,96.4
2024-09-21 17-44-04,176,107,69,607,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-44-05,162,86,76,624,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-44-06,147,79,68,636,com.camelgames.aoz.debuglz4,10797,82.1
2024-09-21 17-44-07,111,83,28,676,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-44-08,139,107,32,650,com.camelgames.aoz.debuglz4,10797,96.4
2024-09-21 17-44-09,139,93,46,646,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-10,135,89,46,654,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-44-11,136,93,43,646,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-12,143,75,68,643,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-44-13,143,111,32,643,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-14,143,111,32,646,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-15,155,100,55,631,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-44-16,157,121,36,629,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-17,141,93,48,641,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-44-18,157,111,46,629,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-44-19,120,86,34,669,com.camelgames.aoz.debuglz4,10797,89.6
2024-09-21 17-44-20,111,83,28,676,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-44-21,129,86,43,657,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-44-22,128,71,57,618,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-23,115,79,36,671,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-24,146,114,32,639,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-25,150,93,57,636,com.camelgames.aoz.debuglz4,10797,82.1
2024-09-21 17-44-26,128,114,14,654,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-44-27,175,118,57,611,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-28,172,117,55,617,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-44-29,153,96,57,632,com.camelgames.aoz.debuglz4,10797,82.1
2024-09-21 17-44-30,135,89,46,646,com.camelgames.aoz.debuglz4,10797,82.1
2024-09-21 17-44-31,135,96,39,650,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-32,131,86,45,655,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-44-33,125,86,39,661,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-34,144,72,72,641,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-44-35,136,86,50,643,com.camelgames.aoz.debuglz4,10797,82.1
2024-09-21 17-44-36,132,91,41,656,com.camelgames.aoz.debuglz4,10797,75.0
2024-09-21 17-44-37,141,103,38,648,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-44-38,162,69,93,621,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-44-39,136,86,50,646,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-40,182,110,72,586,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-44-41,140,86,54,643,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-44-42,115,86,29,675,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-43,148,100,48,638,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-44-44,128,90,38,659,com.camelgames.aoz.debuglz4,10797,89.6
2024-09-21 17-44-45,124,83,41,662,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-44-46,141,107,34,638,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-44-47,152,86,66,634,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-44-48,143,89,54,646,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-44-49,153,82,71,632,com.camelgames.aoz.debuglz4,10797,82.1
2024-09-21 17-44-50,136,82,54,650,com.camelgames.aoz.debuglz4,10797,82.1
2024-09-21 17-44-51,141,110,31,645,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-44-52,136,100,36,650,com.camelgames.aoz.debuglz4,10797,89.2
2024-09-21 17-44-53,150,104,46,636,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-54,132,89,43,650,com.camelgames.aoz.debuglz4,10797,82.1
2024-09-21 17-44-55,131,76,55,652,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-44-56,145,86,59,645,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-44-57,125,79,46,661,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-44-58,179,107,72,600,com.camelgames.aoz.debuglz4,10797,82.7
2024-09-21 17-44-59,135,89,46,646,com.camelgames.aoz.debuglz4,10797,85.7
2024-09-21 17-45-00,131,90,41,652,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-45-01,159,114,45,631,com.camelgames.aoz.debuglz4,10797,86.2
2024-09-21 17-45-02,149,97,52,638,com.camelgames.aoz.debuglz4,10797,86.2
