datatime,package,pid,pss,java_heap,native_heap,system
2024-09-21 18-58-10,com.camelgames.aoz.debuglz4,10797,1438.16,14.12,295.97,13.99
2024-09-21 18-58-26,com.camelgames.aoz.debuglz4,10797,1438.27,14.63,294.04,14.2
